,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
1239,Perry,21-5S-1W,"KWR Ventures, L.L.C.",Tamaroa South Pier #1-21,"330'S line, 445'E line of SW NW",OIL,66481,1.21453E+11,Ste Genevi,Sep-21
1240,Wabash,36-2N-14W,"Foster, James L.","Trapp, Marie #1","330'N line, 1650'E line of SE",WI,204801,1.21853E+11,St Louis,Sep-21
1241,Wayne,11-1S-6E,"Countrymark Energy Resources, LLC",Hilliard Community #5,"536'S line, 330'W line of SE SW",OIL,66492,1.21913E+11,Ullin,Sep-21
1242,Wayne,21-1S-8E,"Dee Drilling Co., Inc.",Robbins #8,"330'N line, 330'E line of SW NW",OIL,66473,1.21913E+11,Ste Genevi,Sep-21
1243,Wayne,21-1S-8E,"Dee Drilling Co., Inc.",Robbins #9,"330'S line, 330'W line of SW NW",OIL,66474,1.21913E+11,Ste Genevi,Sep-21
1244,Wayne,26-2S-8E,"Palomino Petrolium, Inc.",Dozier #1,"330'S line, 825'E line of SE NW",OIL,66496,1.21913E+11,Salem,Sep-21
1245,White,36-3S-10E,Shawnee Exploration Partners LLC,Bernard #1,"589'S line, 330'W line of NW SE",OIL,66495,1.21933E+11,Fort Payne,Sep-21
1246,White,4-4S-14W,"Campbell Energy, LLC","Barger - Evans - Smith,Community #1","64'N line, 330'W line of SW NW SW",OIL,66494,1.21933E+11,Fort Payne,Sep-21
1247,White,2-7S-9E,Pamco Oil & Gas LLC,Bartley #52X-2,"360'S line, 330'W line of NW NE",OIL,66476,1.21933E+11,Ullin,Sep-21
1248,White,8-7S-10E,"Campbell Energy, LLC",Tuley #10,"1806'S line, 277'E line of SW",OIL,66491,1.21933E+11,Aux Vases,Sep-21
